text,incident_type,source,source_url,article_title,date
"BitTorrent DDoS attacks also surged this quarter by 304%. TheBitTorrent protocolis a communication protocol used for peer-to-peer file sharing. To help the BitTorrent clients find and download the files efficiently, BitTorrent clients may utilizeBitTorrent TrackersorDistributed Hash Tables (DHT)to identify the peers that areseedingthe desired file. This concept can be abused to launch DDoS attacks. A malicious actor canspoofthe victim’s IP address as a seeder IP address within Trackers and DHT systems. Then clients would request the files from those IP addresses. Given a sufficient number of clients requesting the file, it can flood the victim with more traffic than it can handle.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"On October 29, a 5.6 TbpsUDP DDoS attacklaunched by a Mirai-variant botnet targeted a CloudflareMagic Transitcustomer, an Internet service provider (ISP) from Eastern Asia. The attack lasted only 80 seconds and originated from over 13,000IoTdevices. Detection and mitigation were fully autonomous by Cloudflare’s distributed defense systems. It required no human intervention, didn’t trigger any alerts, and didn’t cause any performance degradation. The systems worked as intended.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
Cloudflare’s autonomous DDoS defenses mitigate a 5.6 Tbps Mirai DDoS attack without human intervention,Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"While the total number of unique source IP addresses was around 13,000, the average unique source IP addresses per second was 5,500. We also saw a similar number of unique source ports per second. In the graph below, each line represents one of the 13,000 different source IP addresses, and as portrayed, each contributed less than 8 Gbps per second. The average contribution of each IP address per second was around 1 Gbps (~0.012% of 5.6 Tbps).",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"In 2024 Q3, we started seeing a rise in hyper-volumetric network layer DDoS attacks. In 2024 Q4, the amount of attacks exceeding 1 Tbps increased by 1,885% QoQ and attacks exceeding 100 Million pps (packets per second) increased by 175% QoQ. 16% of the attacks that exceeded 100 Million pps also exceeded 1 Billion pps.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"The majority of HTTP DDoS attacks (63%) did not exceed 50,000 requests per second. On the other side of the spectrum, 3% of HTTP DDoS attacks exceeded 100 million requests per second.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"Similarly, the majority of network layer DDoS attacks are also small. 93% did not exceed 500 Mbps and 87% did not exceed 50,000 packets per second.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"The majority of HTTP DDoS attacks (72%) end in under ten minutes. Approximately 22% of HTTP DDoS attacks last over one hour, and 11% last over 24 hours.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"Similarly, 91% of network layer DDoS attacks also end within ten minutes. Only 2% last over an hour.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"Overall, there was a significant QoQ decrease in the duration of DDoS attacks. Because the duration of most attacks is so short, it is not feasible, in most cases, for a human to respond to an alert, analyze the traffic, and apply mitigation. The short duration of attacks emphasizes the need for anin-line, always-on, automated DDoS protection service.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"In the last quarter of 2024, Indonesia remained thelargest source of DDoS attacksworldwide for the second consecutive quarter. To understand where attacks are coming from, we map the source IP addresses launching HTTP DDoS attacks because they cannot be spoofed, and for Layer 3/Layer 4 DDoS attacks, we use the location of our data centers where the DDoS packets were ingested. This lets us overcome the spoofability that is possible in Layer 3/Layer 4. We’re able to achieve geographical accuracy due to our extensive network spanning over 330 cities around the world.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"When looking at where the DDoS attacks originate from, specifically HTTP DDoS attacks, there are a few autonomous systems that stand out.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"The AS that we saw the most HTTP DDoS attack traffic from in 2024 Q4 was German-basedHetzner (AS24940). Almost 5% of all HTTP DDoS requests originated from Hetzer’s network, or in other words, 5 out of every 100 HTTP DDoS requests that Cloudflare blocked originated from Hetzner.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"For many network operators such as the ones listed above, it can be hard to identify the malicious actors that abuse their infrastructure for launching attacks. To help network operators and service providers crack down on the abuse, we provide afreeDDoS Botnet threat intelligence feedthat provides ASN owners a list of their IP addresses that we’ve seen participating in DDoS attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"When surveying Cloudflare customers that were targeted by DDoS attacks, the majority said they didn’t know who attacked them. The ones that did know reported their competitors as the number one threat actor behind the attacks (40%). Another 17% reported that a state-level or state-sponsored threat actor was behind the attack, and a similar percentage reported that a disgruntled user or customer was behind the attack.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
"Another 14% reported that an extortionist was behind the attacks. 7% claimed it was a self-inflicted DDoS, 2% reported hacktivism as the cause of the attack, and another 2% reported that the attacks were launched by former employees.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q4/,Record-breaking 5.6 Tbps DDoS attack and global DDoS trends for 2024 Q4,
